,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Литературным отцом какой из этих героинь является М. Горький?,Васса Железнова,Соня Мармеладова,Наташа Ростова,Любовь Раневская
1,"На стихи какого поэта написана песня ""Лиличка!"" группы ""Сплин""?",Владимира Маяковского,Сергея Есенина,Бориса Пастернака,Осипа Мандельштама
2,Какая планета является самой маленькой в Солнечной системе?,Меркурий,Юпитер,Земля,Сатурн
3,"Как называется лабораторная посуда из прозрачного стекла в форме невысокого плоского цилиндра, изобретенная немецким бактериологом, ассистентом Р. Коха?",Чашка Петри,Бюкс,Эксикатор,Склянка Дрекселя
4,Что такое вернисаж?,открытие выставки,выставка пейзажей,выставка одного художника,выставка портретов
5,"Кому принадлежит авторство фразы: «лучше двадцать раз ошибиться в человеке, чем относиться с подозрением к каждому»?",Аркадий и Борис Стругацкие,Антуан де Сент-Экзюпери,Бертольд Брехт,Жан-Поль Сартр
6,"Кто из видных большевиков в 1935 году выступил со статьёй в газете ""Правда"", фактически реабилитировав празднование Нового года?",Павел Постышев,Лазарь Каганович,Вячеслав Молотов,Станислав Косиор
7,Какие вещества в процентном соотношении преобладают в плазме крови?,Белки,Соли,Липиды,Углеводы
8,В каком из этих эпических произведений в роли демиурга выступил Эру Илуватар?,"""Сильмариллион""","""Сказание о Гильгамеше""","""Калевала""","""Кольцо Нибелунга"""
9,"Кто из перечисленных хоккеистов является первым индейцем, игравшим в НХЛ?",Фред Сасакамус,Джонатан Чичу,Джордж Армстронг,Крэйг Беруби
