,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько звезд в Солнечной системе?,1,2,0,10
1,"Какое из этих слов можно назвать антонимом к слову ""перманентный""?",Временный,Прямой,Местный,Слабый
2,Какой из этих плодов растет на пальме?,Финик,Ананас,Инжир,Банан
3,"Кто считал, что ""человек полетит, опираясь не на силу своих мускулов, а силу своего разума""?",Жуковский,Сикорский,Ильюшин,Туполев
4,Как англичанин Генри Коул впервые в истории порадовал друзей в преддверии нового 1843 года?,отправил им открытки,изобрел коктейль,сочинил песенку,нарядил для них елку
5,Кто дирижировал на балу у Воланда в романе «Мастер и Маргарита»?,Иоганн Штраус,Ференц Лист,Людвиг ван Бетховен,Иоганн Себастьян Бах
6,"Сколько самолетов противника сбил немецкий ас Эрих Хартманн, поставивший абсолютный рекорд для истребителей?",352,312,252,412
7,Что из перечисленного не является военно-морской базой Морских сил самообороны Японии?,Такехара,Йокосука,Сасэбо,Майдзуру
8,Какую роль играл Александр Абдулов в спектакле Марка Захарова «Юнона и Авось»?,Фернандо Лопес,Граф Резанов,Падре Абелья,Хосе Дарио Аргуэльо
9,"Как назывался футуристический альманах, в котором В. В. Маяковский в 1912 году дебютировал стихотворениями «Ночь» и «Утро»?",«Пощёчина общественному вкусу»,«Моветон»,«Бойкот классической литературы»,«Задачи кубистов»
