,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется перечень требований артиста к организаторам выступления?,Райдер,Акцепт,Дайджест,Кадастр
1,"Как иначе называют гибридную монету, отчеканенную штемпелями от разных монет?",Мул,Лошак,Лама,Пони
2,Что такое «писанка»?,Расписное яйцо,Предмет для письма,Младенец,Наскальное изображение
3,Какой город был присоединен к Китаю в 1997 году?,Гонконг,Макао,Сингапур,Тайбэй
4,Какой язык программирования появился раньше?,Кобол,Паскаль,Пролог,Си
5,В каком городе располагается крупнейшее театральное здание в России?,Новосибирск,Санкт-Петербург,Красноярск,Омск
6,Кто подметил одну характерную черту русского характера: «Мы ленивы и нелюбопытны»?,А. Пушкин,М. Лермонтов,Ф. Достоевский,Л. Толстой
7,Из какой книги музыканты Pink Floyd заимствовали название для дебютного альбома «The Piper at the Gates of Dawn» («Волынщик у ворот зари»)?,«Ветер в ивах»,«Ветер сквозь замочную скважину»,«Слушай песню ветра»,«Волны гасят ветер»
8,"Кто в 2008–2014 годах озвучивал Машу из популярного мультсериала ""Маша и медведь""?",Алина Кукушкина,Екатерина Гороховская,Дарья Мельникова,Наталья Ионова
9,"Что из перечисленного не оставлял лирический герой песни Янки Дягилевой ""Полкоролевства""?",Кроличью лапку на ржавой цепочке,Два высохших глаза,Камни с коpоны,Скользкий хвостик коpабельной кpысы
