,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем играют в русский хоккей?,мячом,воланом,шариком,бутылкой 
1,Какую команду подаёт офицер строю при появлении старшего командира?,Смирно!,Вольно!,Напряглись!,Фас!
2,Сколько резцов во рту здорового человека?,8,2,4,6
3,Какой крайней точкой территории СССР был город Кушка?,южной,западной,восточной,северной
4,Какое оружие помогло зажечь олимпийский огонь на играх в Барселоне?,лук,пистолет,винтовка,копьё
5,"Какая фамилия была у известного римлянина, покровителя поэтов?",Меценат,Спонсор,Филантроп,Лирик
6,Какое второе название травянистого растения анемона?,ветреница,прелестница,проказница,девственница
7,Кто из этих рыцарей стал главой христианского королевства после взятия Иерусалима крестоносцами в 1099 году?,Готфрид Бульонский,Раймунд Тулузский,Боэмунд Тарентский,Петр Амьенский
8,Что в 1884 году изобрел англичанин Чарлз Парсонс?,Паровая турбина,Спасательная шлюпка,Морской хронометр,Сонар
9,Как называлось копье верховного скандинавского Бога Одина?,Гунгнир,Брисингамен,Нагльфар,Драупнир
