,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Если компьютер сообщает, что не может найти мышь, это означает:",Она не подключена,Она попала в мышеловку,Она превратилась в крысу,Она съела сыр и уснула
1,Как называется фильм Александра Алова и Владимира Наумова?,"""Бег""","""Побег""","""Кросс""","""Ходьба"""
2,Команда какой страны стала чемпионом Европы по футболу в 2000 году?,Франция,Италия,Португалия,Голландия
3,"Как называется фильм Спилберга, за роль в котором Дэниел Дей-Льюис получил недавно третью премию «Оскар»?",«Линкольн»,«Кеннеди»,«Вашингтон»,«Рузвельт»
4,В каком ресторане работает мультипликационный персонаж Губка Боб?,Красти Краб,Блю Устрица,Минога Дзэн,Пелли Мэн
5,"Какое современное слово заменило в употреблении устаревшее ""зело""?",Очень,Еще,Много,Мало
6,С какого события начинается летоисчисление древних греков?,Первые Олимпийские игры,Троянская война,Сотворение мира,Основание Афин
7,"Кто первым сказал, что гранит науки надо грызть зубами?",Троцкий,Ленин,Калинин,Сталин
8,За какое сражение А. В. Суворов был удостоен воинского чина генерал-фельдмаршал?,Взятие Варшавы,Кинбурнская битва,Сражение при Рымнике,Взятие Измаила
9,На гербе какой из этих стран отсутствует символ свободы в виде фригийского колпака?,Эквадор,Сальвадор,Аргентина,Колумбия
