,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из этих букв является буквой кириллицы?,Глаголь,Азбука,Вуди,Зерно
1,Какой цвет является основным на купюре Евросоюза достоинством 5 Евро 2002 года выпуска?,Серый,Красный,Фиолетовый,Зеленый
2,В каком театре всю жизнь служил Андрей Миронов?,Театр сатиры,Театр имени Е.Вахтангова,Театр киноактера,Театр имени В.Маяковского
3,С какими животными начинал свои первые выступления в 1768 году родоначальник циркового искусства англичанин Филип Астлей?,С лошадьми,С собаками,С обезьянами,С попугаями
4,Сколько пар обычно танцуют кадриль?,Четыре,Три,Одна,Пять
5,На каком космическом корабле погиб первый израильский астронавт Илан Рамон?,"""Колумбия""","""Челленджер""","""Атлантис""","""Дискавери"""
6,"Какой клуб НХЛ принял в свои ряды игрока сборной СССР, невозвращенца Александра Могильного?","""Буффало Сейбрс""","""Торонто Мейпл Лифс""","""Нью-Йорк Рейнджерс""","""Чикаго Блэк Хоукс"""
7,Какой это цвет — магово-гуляфный?,Красно-розовый,Коричнево-охристый,Зелено-салатный,Сине-голубой
8,Сколько человек было в команде России на IV Олимпийских играх в Лондоне в 1908 году?,Шесть,Пятьдесят,Одиннадцать,Двадцать пять
9,На денежных купюрах какого государства есть надпись: «Не завидуем никому на свете!»?,Северная Корея (КНДР),Китай,Украина,Куба
