,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько гномов встретила Белоснежка?,Семь,Она иx вообще не встретила,Пять,Десять
1,"Как заканчивается азербайджанская пословица: «Учи народ, учись у...»?",Народа,Родителей,Педагогов,Героев
2,"Кто написал сказку про кошку, которая гуляла сама по себе?",Р. Киплинг,О. Уайлд,К. Чапек,К. Чуковский
3,Какая фигуристка три раза становилась олимпийской чемпионкой в парном катании?,Ирина Роднина,Людмила Пахомова,Наталья Бестемьянова,Екатерина Гордеева
4,Как англичане называют Ла-Манш?,канал,пролив,залив,бухта
5,"Какой из инструментов имеет порожек, подставку и пуговку?",Виолончель,Корнет,Бас-барабан,Фагот
6,"Какой космонавт награждён двумя Звездами Героя Советского Союза, первую из которых он получил в 1944 году?",Г. Т. Береговой,Б. В. Волынов,П. Р. Попович,Е. В. Хрунов
7,"Рояли какой фирмы после советской национализации назывались ""Красный Октябрь""?","""Беккер""","""Бехштейн""","""Блютнер""","""Стейнвей"""
8,"Какой знаменитый боксёр, страдавший боязнью авиаперелётов, ради участия в Олимпийских играх совершил полёт на самолете, взяв с собой парашют?",Мохаммед Али,Шугар Рэй Леонард,Оскар Де Ла Хойя,Джо Фрейзер
9,Какие племена не относятся к народу ибибио?,игбо,ананг,все относятся,эфик
