,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как звали хозяина ослицы, которая, согласно Ветхому Завету, неожиданно заговорила?",Валаам,Буридан,Санчо Панса,Апулей
1,"Какие ювелирные украшения получают и чемпионы НБА, и чемпионы НХЛ?",Перстни,Цепочки,Серёжки,Колье
2,"Кого Сталин упрекал в том, что для него изготовление хорошего мороженого важнее коммунизма?",А. И. Микоян,Н. С. Хрущев,Л. П. Берия,Г. М. Маленков
3,Как называли правителя области в Древней Персии?,Сатрап,Деспот,Гиппарх,Тиран
4,Какому полководцу принадлежит цитата: «В России нет дорог — только направления»?,Наполеон Бонапарт,Карл XII,Федор фон Бок,Чингисхан
5,Кто из этих персонажей не из оперы Н. А. Римского-Корсакова «Садко»?,Феврония,Любава,Нежата,Волхова
6,Какой поэт задал вопрос: «Хотят ли русские войны?»?,Е. Евтушенко,С. Островой,К. Симонов,Б. Слуцкий
7,Какой президент США написал известное «Письмо учителю своего сына»?,Авраам Линкольн,Франклин Рузвельт,Джон Кеннеди,Джордж Вашингтон
8,Кому или чему принадлежало имя Мьёлльнир в скандинавской мифологии?,Молоту Тора,Мечу Зигмунда,Коню Одина,Ожерелью Локи
9,Крайним проявлением какого направления ислама являлись учения ассасинов?,Шиизм,Салафизм,Ваххабизм,Суфизм
