,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое выражение в русском языке стало символом новой жизни?,Начать с нуля,Потратить миллион,Прилечь на минутку,Досчитать до сотни
1,Какую мерку обычно не снимают при пошиве юбки?,Обхват плеч,Длина юбки,Обхват бедер,Обхват талии
2,Как называется основная денежная единица Индии?,Рупия,Лира,Драхм,Динар
3,Что держит в правой руке всадник на картине Васнецова «Витязь на распутье»?,Копьё,Меч,Лук,Щит
4,Какую из этих опер написал Моцарт?,"""Свадьба Фигаро""","""Сицилийская вечерня""","""Севильский цирюльник""","""Сельская честь"""
5,Какое из перечисленных озёр находится не в Африке?,Титикака,Ньяса,Танганьика,Чад
6,Что первоначально называли геологией?,Комплекс закономерностей и правил «земного» бытия,Художественные произведения о планете Земля,Пособие по нахождению кладов,Науку о почвах и грунтах
7,"Кто из этих персонажей романа ""Мастер и Маргарита"" не входит в свиту Воланда?",Бездомный,Азазелло,Фагот,Бегемот
8,Какой из перечисленных головных уборов имеет поля?,Канотье,Чалма,Ермолка,Феска
9,Кто 50 лет озвучивал Дональда Дака?,Кларенс Нэш,Клифф Эдвардс,Доус Батлер,Дон Мессик
