,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое животное дало название необходимой принадлежности персонального компьютера?,Мышь,Змея,Крокодил,Кошка
1,"О чем говорят, что если он дурной, то заразительный?", Пример, Взгляд, Чих, Смех
2,Как в легковом автомобиле называется дополнительный указатель поворота на переднем крыле или боковом зеркале?,повторитель,делитель,умножатель,дубликат
3,В какое море впадает река Урал?,Каспийское,Азовское,Чёрное,Средиземное
4,"Как звали ""героя нашего времени"" Печорина?",Григорий Александрович,Георгий Алексеевич,Григорий Алексеевич,Георгий Константинович
5,Как называл себя коллежский асессор Ковалёв из повести Гоголя «Нос»?,Майор,Подполковник,Ротмистр,Капитан
6,Что является традиционным новогодним блюдом в Венгрии?,Чеснок с мёдом,Острые тосты,Маринованный лук,Рис с соевым соусом
7,Как буквально переводилось название государства Речь Посполитая?,Общая вещь,Наше дело,Начальное слово,Единый язык
8,"Кого из этих лауреатов, впервые в истории вручения Нобелевских премий, наградили в больнице?",Л.Д.Ландау,Л.В.Канторович,Н.Н.Семенов,И.Е.Тамм
9,"Как назывались полководцы Александра Македонского, боровшиеся за власть после его смерти?",Диадохи,Сатрапы,Эпигоны,Апологеты
