,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто из персонажей «Мёртвых душ» был бездеятельным мечтателем?,Манилов,Коробочка,Плюшкин,Собакевич
1,Берега какой из этих стран не омывает Чёрное море?,Польша,Румыния,Россия,Украина
2,Кто написал «Краденое солнце»?,Корней Чуковский,Петр Чайковский,Тарас Шевченко,Леся Украинка
3,Как по-другому называется олений мох?,Ягель,Сапропель,Юкола,Сфагнум
4,В каком виде спорта в 1924 году стали олимпийскими чемпионами Джеймс Рокфеллер и Бенджамин Спок?,Академическая гребля,Бобслей,Волейбол,Легкая атлетика
5,Как звали воспитателя и наставника Диониса?,Силен,Гермес,Зевс,Леней
6,С какого года российское государство стало называться Российской империей?,1721,1711,1716,1706
7,Чему равна 1 английская кварта?,1.136 л,4.546 л,0.142 л,0.568 л
8,"Какой советский конструктор разработал пистолет-пулемёт, получивший в армии прозвище ""Пожиратель патронов""?",Г. С. Шпагин,С. А. Коровин,В. А. Дегтярёв,А. И. Судаев
9,"Кинематографисты какой страны не принимали участия в создании приключенческого сериала ""Аляска Кид"" по мотивам произведений Джека Лондона?",Франция,Германия,Россия,Польша
