,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как назывался кабачок, в котором разворачивалось действие советской юмористической передачи?",«13 стульев»,«39 попугаев»,«11 негритят»,«25 табуреток»
1,"Что является помощником в стройке и жизни, согласно советскому хиту?",Песня,Опера,Рэп,Романс
2,Что такое прерия?,Степь,Луг,Лес,Пустыня
3,Кто в 1933 году возглавлял первую женскую тракторную бригаду?,Прасковья Ангелина,Прасковья Малинина,Валентина Гаганова,Марина Виноградова
4,Какой адмирал одержал победу в Синопском сражении?,П. С. Нахимов,В. И. Истомин,М. П. Лазарев,В. А. Корнилов
5,"В каком виде спорта, как утверждают учёные, левши имеют преимущество?",бейсбол,плавание,прыжки с шестом,гребля
6,"Какой район Парижа Пуччини назвал в одной из опер ""богемным"", популяризировав понятие художественной богемы?",Латинский квартал,Монмартр,Монпарнас,Дефанс
7,"Где в 1814 году было подписано соглашение, в соответствии с которым Наполеон I был лишен власти над Французской империей и отправлен в изгнание на остров Эльба?",Дворец Фонтенбло,Версальский дворец,Венсенский замок,Лувр
8,"Что означает латинское слово “mola”, давшее родовое и видовое название обыкновенной рыбе-луне?",Жернов,Плаха,Ворот,Метательный диск
9,"Как режиссёр Вернер Херцог в своём фильме-притче ""Стеклянное сердце"" создал ""особую форму стилизации"", необходимую, по его словам, для подобного сюжета?",Большинство актёров были подвергнуты гипнозу,Снимались пациенты психиатрических лечебниц,Актёры находились под действием транквилизаторов,В процессе съёмок использовались кривые зеркала
