,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется классический американский вестерн?,«Великолепная семёрка»,«Вишнёвая девятка»,«Фантастическая четвёрка»,«Опять двойка»
1,Сериал с каким названием демонстрировался на Первом канале?,«КГБ в смокинге»,«ФСБ в пижаме»,«ЦРУ в скафандре»,«ФБР в неглиже»
2,Кем была мадам Баттерфляй из оперы Джакомо Пуччини?,Японкой,Англичанкой,Китаянкой,Француженкой
3,За какое время судно преодолевает расстояние в 1 морскую милю при скорости в 1 узел?,За 1 час,За 1 секунду,За 1 день,За 1 минуту
4,"Кем был по профессии Льюис Кэрролл, автор сказок об Алисе?",математиком,биологом,врачом,физиком
5,На какой реке стоит Минск?,Свислочь,Западная Двина,Буг,Сож
6,В честь каких животных получил своё название резус-фактор?,обезьяны,мыши,собаки,коровы
7,Как в архитектуре называют вертикальные желобки на створе колонны?,Каннелюры,Канниццары,Пилястры,Каннели
8,Какой из этих теннисистов два раза подряд выиграл Уимблдон в одиночку?,Джон  Макинрой,Джимми Коннорс,Артур Эш,Андре Агасси
9,Артистом какого театра в течение 22 лет был прославленный грузинский спортивный комментатор Котэ Махарадзе?,Шота Руставели,Сандро Ахметели,Котэ Марджанишвили,Васо Абашидзе
