,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что не символизирует ни одно из колец Олимпийского флага?,Антарктида,Европа ,Африка,Азия
1,Кого искали герои фильма «Новогодние приключения Маши и Вити»?,Снегурочку,Деда Мороза,Снежную королеву,Щелкунчика
2,Где проходили Игры ХХII Олимпиады?,Москва,Пекин,Афины,Лондон
3,Какое стихотворение послужило причиной высылки Лермонтова на Кавказ?,"""Смерть поэта""","""Душа""","""Русская песня""","""Пророк"""
4,С чем подается знаменитое мясное блюдо венской кухни тафельшпиц?,Яблочный хрен,Горчичный соус,Брусничный мармелад,Карамелизованный лук
5,Какая жертва приносилась при гекатомбе?,100 быков,9 коз,1 белый петух,12 коней
6,"Какая из этих рек - приток Оки, а не Камы?",Мокша,Вишера,Вятка,Белая
7,Какое вещество имеет самую низкую температуру кипения?,Гелий,Азот,Кислород,Водород
8,Что означает термин «стенофаг»?,Питающийся единственным видом пищи,Всеядный,Питающийся насекомыми,Питающийся древесиной
9,"Какой фильм не входит в трилогию так называемых ""спагетти-вестернов"" Серджио Леоне об одиноком ковбое?","""Однажды на Диком Западе""","""Хороший, плохой, злой""","""На несколько долларов больше""","""За пригоршню долларов"""
