,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали основателя зороастризма?,Заратустра,Конфуций,Моисей,Сиддхартха Гаутама
1,"Как называется группа народов центральной Африки, отличающихся очень низким ростом?",Пигмеи,Папуасы,Зулусы,Берберы
2,Кто из этих библейских персонажей не был сыном Ноя?,Лот,Сим,Хам,Иафет
3,Какой из этих проектов не связан с именем Алексея Навального?,«СтопХам»,«РосПил»,«РосЯма»,«Добрая машина правды»
4,"Кто из героев Э. Успенского говорил: «Не привык я прятаться за чужие спины, если рядом выдают людям апельсины»?",Академик Иванов,Чебурашка,Кот Матроскин,Крокодил Гена
5,"Какой язык, кроме немецкого и люксембургского, является государственным языком герцогства Люксембург?",Французский,Фламандский,Ретороманский,Нидерландский
6,Раньше на Руси Масленица называлась Комоедицей. А какому языческому богу посвящался этот славянский праздник?,Медвежьему богу,Яриле,Даждьбогу,Хорсу
7,Укажите годы жизни композитора М. П. Мусоргского.,1839–1881,1840–1893,1891–1953,1792–1856
8,Кто был одним из создателей когнитивной психотерапии?,Бек,Перлз,Морено,Франкл
9,"Чем известно фанатам саги о Гарри Поттере заведение ""Elephant House"", расположенное в Эдинбурге?","Кафе, в котором Джоан Роулинг писала первый роман","Декорация банка ""Гринготтс"" в фильмах",Портал для входа в Косую Аллею,Место финальной битвы Гарри и Волан-де-Морта
