,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как звали жизнелюбивого толстяка, хвастуна и лжеца персонажа одной из пьес Шекспира?",Фальстаф,Фальстарт,Фальшборт,Фальцет
1,На какой реке встретились в 1945 году советские и американские солдаты?,Эльба,Одер,Висла,Неман
2,Какова форма правления в Канаде?,Парламентарная монархия,Монархия,Президентская республика,Парламентская республика
3,"Как называлась система французских укреплений на границе с Германией, возведенная в 1929-34 годах?","""Линия Мажино""","""Оверлорд""","""Восточный вал""","""Линия Маннергейма"""
4,Что дало палате Кремля название Грановитая?,рифлёный фасад,"трон, украшенный гранатами",в ней гранили алмазы,ребристые арки сводов
5,В образе какого животного изображали иногда древние египтяне богиню неба Нут?,Корова,Сова,Комар,Пантера
6,Кого особенно любил рисовать Эдгар Дега?,балерин,официанток,цветочниц,кошек
7,"Как назывался период итальянской истории и культуры, охватывающий XVII век?",сейченто,новеченто,тарченто,чинквеченто
8,"Кто из поэтов серебряного века ""Золотому блеску верил""?",Андрей Белый,Николай Гумилёв,Валерий Брюсов,Александр Блок
9,В каком из этих шахматных дебютов первый ход белые делают конем?,Начало Рети,Защита Филидора,Защита Каро-Канн,Начало ван Круйса
