,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто были легендарными основателями Рима?,Ромул и Рем,Серп и Молот,Бонни и Клайд,Чук и Гек
1,Как назывался один из типов древнеримских гладиаторов?,Провокатор,Аниматор,Терминатор,Модератор
2,Какая птица зимой впадает в спячку?,Американский козодой,Колибри,Чёрный стриж,Обыкновенный скворец
3,Какой из этих китов относится к усатым?,Финвал,Кашалот,Клюворылый кит,Косатка
4,Что в 2014 году получило статус культурного наследия ЮНЕСКО?,капоэйра,макарена,румба,ламбада
5,"Как звали поручика Ржевского, героя пьесы «Давным-давно», лёгшей в основу фильма «Гусарская баллада»?",Дмитрий,Георгий,Лев,Алексей
6,Представитель какой страны забил первый гол на первом чемпионате мира по футболу среди мужчин?,Франции,Югославии,Мексики,Бразилии
7,"Какая информация не входит в послание Аресибо, отправленное в 1974 году из обсерватории в Пуэрто-Рико внеземным цивилизациям?",Координаты Земли в галактике Млечный Путь,Молекулярные формулы структурных элементов нуклеотидов ДНК,Числа от единицы до десяти в двоичной системе счисления,Приблизительный средний рост человека
8,Как Афанасий Никитин называл своё путешествие в книге «Хождение за три моря»?,Грешное,Купеческое,Богоугодное,Басурманское
9,Какая из этих выдающихся книг написана китайским автором Мо Янь?,«Устал рождаться и умирать»,«Золотой храм»,«Сожжённая карта»,«Дети полуночи»
