,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая русская мера длины определяется широко разведенными в стороны руками?,Маховая сажень,Маховый вершок,Маховая верста,Маховый аршин
1,Какой головной убор упомянут в лермонтовском стихотворении «Бородино»?,Кивер,Треуголка,Папаха,Каска
2,Как называется лечение пиявками?,Гирудотерапия,Ампилотерапия,Физиотерапия,Криотерапия
3,Какой из языков программирования не является объектно-ориентированным?,C,Java,Delphi,Python
4,Сколько лет в Венеции существовал институт дожей?,1100,111,600,15
5,"Закончите название романа Петра Краснова ""От Двуглавого Орла к красному...""",Знамени,Молоту,Серпу,Террору
6,Для лечения какой болезни фармакологи XVIII века рекомендовали шоколад с добавлением цетрарии — исландского мха?,Чахотка,Золотуха,Бледная немочь,Грудная жаба
7,Кто из великих полководцев России носил титул графа Рымникского? ,А. В. Суворов,П. С. Нахимов,М. И. Кутузов ,П. А. Румянцев
8,Кто считается первым официальным чемпионом мира по стоклеточным шашкам?,Исидор Вейс,Вячеслав Щёголев,Герман Гогланд,Анатоль Дюссо
9,"Чье настоящее имя, по версии писателя Рауфа Насырова, Шакирьян Юнусович Мухамедьянов?",Александр Матросов,Марат Казей,Николай Гастелло,Рубен Ибаррури
