,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое правило поведения за столом не упоминается в книге ""Юности честное зерцало"", напечатанной по указу Петра I?",Табак не нюхати и громко не чхать,Не облизывать перстов,"Над ествою не чавкать, как свинья",Зубов ножом не чистить
1,Какая внешняя особенность отличает рыбу вида Нетопырь Дарвина?,Ярко-красные губы,Отсутствие чешуи,Три глаза,Прозрачное тело
2,На чем растут ягоды винограда?,Лианы,Деревья,Кустарники,Колосья
3,Сходство с какой змеей дало название женскому шарфу из перьев?,Боа,Гюрза,Эфа,Мамба
4,Как в быту называют ацетилсалициловую кислоту?,Аспирин,Витамин С,Кукурузное масло,Валидол
5,Какой напиток подает женщина на самой известной картине швейцарского живописца Лиотара?,Горячий шоколад,Кофе,Вино,Молоко
6,"Оплакивавшему сына греку сказали: «Плакать бесполезно». «От того и плачу, что бесполезно», - ответил тот. Как звали этого грека?",Солон,Диоген,Орфей,Эгей
7,Какой город стоит на слиянии рек Ока и Волга?,Нижний Новгород,Саратов,Астрахань,Самара
8,В каком году до н. э. был основан Карфаген?,814,753,698,640
9,В каком году открыт первый памятник Людвигу ван Бетховену?,1845,1880,1815,1914
