,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какого падежа не существует в современном русском языке?,Звательного,Родительного,Предложного,Винительного
1,Какая царица в повести Н. В. Гоголя «Ночь перед рождеством» пожаловала Вакуле черевички?,Екатерина II,Софья Алексеевна,Анна Иоанновна,Елизавета Петровна
2,Какое вещество составляет основу мела?,Карбонат кальция,Сульфат кальция,Карбонат магния,Сульфат магния
3,У какой из этих птиц самый длинный язык?,Дятел,Снегирь,Ласточка,Зимородок
4,Кто из этих достойных людей изобрел печатный станок?,Иоганн Гутенберг,Антони ван Левенгук,Роберт Оппенгеймер,Иван Федоров
5,Какая башня Московского Кремля является барбаканом?,Кутафья,Угловая Арсенальная,Комендантская,Набатная
6,Какой артист сыграл роль Вожеватова в фильме Эльдара Рязанова «Жестокий романс»?,Виктор Проскурин,Юрий Саранцев,Георгий Бурков,Алексей Петренко
7,"Из какого языка пришло в русский язык слово ""караван""?",Персидский,Итальянский,Это слово русское,Татарский
8,Кто автор полотна «Гиперкубическое тело»?,С. Дали,Х. Грис,П. Пикассо,К. Малевич
9,"Как называется холодная пикантная закуска, употребляемая, как правило, с крепкими напитками?",Николашка,Алексашка,Павлушка,Петрушка
