,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кого призывают «прибавить ходу» в песне из мультфильма про Чебурашку?,машиниста,кавалериста,таксиста,танкиста
1,"Как называется денежная система, при которой один металл служит всеобщим эквивалентом и основой денежного обращения?",Монометаллизм,Монолитность,Монополизм,Монументализм
2,"Какая группа элементарных частиц, судя по их названию,  «склеивают» кварки?",Глюоны,Фотоны,Лептоны,Бозоны
3,"Как назывался спектакль, все сборы от которого поступали в пользу одного из актеров?",бенефис,ангажемент,дивертисмент,премьера
4,"Кто является автором фразы ""Деньги суть артерия войны""?",Петр I,Салтыков-Щедрин,Екатерина II,Карамзин
5,Кто помешал Гильгамешу воспользоваться цветком вечной молодости?,Змея,Орел,Ящерица,Осел
6,Какой город захватил и разграбил ассирийский царь Асархаддон в 671 г до н.э.?,Мемфис,Фивы,Сузы,Иерусалим
7,Какой футболист свой единственный гол в составе ФК «Челси» забил в ворота московского «Спартака»?,Юрий Жирков,Андрей Шевченко,Фернандо Торрес,Алексей Смертин
8,Кому принадлежит высказывание: «Мои убеждения не выпадают вместе с зубами от недостатка витаминов в лагерном рационе»?,Дмитрий Карбышев,Александр Солженицын,Януш Корчак,Варлам Шаламов
9,"Какая композиция из ""Карнавала животных"" Камиля Сен-Санса является пародией на самую известную мелодию канкана, замедленную в 4 раза?",Черепахи,Слон,Кенгуру,Куры и петухи
