,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чей рост в мультфильме измеряли в попугаях?,удава,попугая,мартышки,слонёнка
1,"Что в СССР вручали человеку, успешно сдавшему нормы ГТО?",значок,медаль,винтовку,меч
2,"На каком гимнастическом снаряде выполняют фигуру ""Крест""?",Кольца,Бревно,Брусья,Турник
3,"Какое насекомое называется так же, как ручной противотанковый гранатомёт РПГ-18?",Муха,Оса,Пчела,Комар
4,С чем из этого сравнивала свои стихи Марина Цветаева?,С драгоценными винами,С любимыми мужьями,С революционными призывами,С драгоценными камнями
5,Кто из руководителей борьбы против испанского владычества в Южной Америке стал национальным героем Аргентины?,Хосе де Сан-Мартин,Симон Боливар,Бернардо О'Хиггинс,Франсиско де Миранда
6,Какой из этих нервов не относится к черепным?,Срединный,Тройничный,Блоковый,Добавочный
7,"Кто, согласно ""Божественной комедии"" Данте, находится в центре девятого круга Ада?","Иуда, Брут и Кассий","Лилит, Каин и Агасфер",Сатана и девять его слуг,Нерон и Калигула
8,Представителем какой традиции был Мэн-цзы?,конфуцианства,даосизма,инь ян цзя,моизма
9,Какое название написано на обороте картины Казимира Малевича «Красный квадрат»?,«Женщина в двух измерениях»,«Женщина с ведрами»,«Скачет красная конница»,«Супрематическая композиция»
