,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько градусов в окружности?,360,180,90,720
1,Пределом какой Галактики ограничивается освоение космоса человеком?,Млечный Путь,Туманность Андромеды,Магеллановы Облака,Кентавр А
2,Сколько минут продолжается игровой период в хоккее с шайбой?,20,45,30,15
3,"Какое из этих растений не является ""хищным""?",Кровохлебка,Венерина мухоловка,Непентес,Росянка
4,Какой была средняя продолжительность жизни в Древнем Риме?,28,58,48,38
5,Какой фараон взял впоследствии имя Эхнатон?,Аменхотеп IV,Сети II,Рамзес III,ТутмосI
6,В какой из этих стран действует метрическая система мер?,Австралия,Либерия,США,Мьянма (Бирма)
7,Из чего в 2012 году была построена копия Эйфелевой башни в Ментоне (Франция)?,Из лимонов и апельсинов,Из арбузов и дынь,Из яблок и айвы,Из помидоров и баклажанов
8,Как в старину называлось русское женское парадное платье с очень длинными широкими рукавами (часто разрезными)?,Летник,Панева,Канифас,Строй
9,Центральную часть герба какого государства занимает изображение цветка?,Бангладеш,Судан,Норвегия,Ирландия
