,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как заканчивается песенная строчка: «Бери шинель…»?,Пошли домой,Гоголь дарит,Ступай в военкомат,Идём в разведку
1,"Какое слово пропущено во фразе Остапа Бендера из книги ""Золотой телёнок"": ""Командовать... буду я""?",Парадом,Погрузкой,Полком,Вами
2,"Как называлось многоствольное артиллерийское орудие, применявшееся в различных армиях в XVI — начале XVII века?",Орган,Гобой,Фагот,Барабан
3,"Как выглядит памятник, украсивший сквер имени Агнии Барто в Волгограде?","Зайка, сидящий на стопке книг А. Барто","Бычок, идущий по дощечке",Плачущая девочка и мячик,"Медвежонок без лапы, лежащий на полу"
4,Какой дистанции в беге на коньках для мужчин на зимних Олимпийских играх нет?,3000 м,1000 м,500 м,5000 м
5,Какую премию первым среди советских граждан получил в 1960 году Святослав Рихтер?,«Грэмми»,«Оскар»,«Эмми»,Нобелевскую премию мира
6,Какая река является второй по длине в Южной Америке?,Парана,Барима,Рио-Гранде,Ориноко
7,Кто из этих знаменитых людей не был хромым?,Людовик XIV,Тамерлан,Дж. Байрон,Ярослав Мудрый
8,Из кого состоял «триумвират гениев» для Джека Лондона?,"У. Шекспир, И. В. Гёте, О. де Бальзак","Т. Гоббс, И. Кант, Г. Гегель","Ч. Дарвин, Г. Спенсер, Ф. Ницше","К. Маркс, А. Смит, Д. С. Милль"
9,Героем какого романа Артура Переса Реверте является профессор филологии и эксперт по рукописям Борис Балкан?,"""Клуб Дюма, или Тень Ришелье""","""Карта небесной сферы, или Тайный меридиан""","""Учитель фехтования""","""Осада, или Шахматы со смертью"""
