,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что такое депеша?,Дипломатическое письмо,Кулинарное блюдо,Тропическое растение,Вид одежды
1,Какой колючий кустарник дал название кисло-сладким леденцам?,Барбарис,Шиповник,Крыжовник,Боярышник
2,На кого обменяли хулигана в известной частушке поэта Вадима Делоне?,На Луиса Корвалана,На Фернана Магеллана,На Максима Виторгана,На Тиграна Петросяна
3,Как не переводится с английского слово sound?,Скорость,Смысл,Шум,Звучание
4,Какая страна запустила первую межпланетную космическую станцию к Венере?,СССР,Англия,США,Япония
5,Что из этого синтезируется в мозговом веществе надпочечников?,Адреналин,Альбумин,Гемоглобин,Инсулин
6,"Какой химический элемент открыли, кроме радия, Пьер и Мария Кюри?",Полоний,Торий,Уран,Астат
7,Кто такие морские свиньи?,Киты,Моржи,Тюлени,Каланы
8,В каком жанре литературы вручается премия Дэвида Геммела?,Героическое фэнтези,Военный репортаж,Психологический детектив,Эротический роман
9,"Кому посвящено «Признание» А. С. Пушкина («Я вас люблю, — хоть я бешусь, хоть это труд и стыд напрасный...»)?",Александре Осиповой,Екатерине Бакуниной,Анне Олениной,Аграфене Закревской
