,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется раздел медицины, изучающий кровь?",Гематология,Трансфузиология,Кардиология,Наркология
1,В какой части клетки хранится генетическая информация?,Ядро,Мембрана,Цитоплазма,Жгутики
2,Сколько отделов имеет желудок жвачных животных?,4,5,2,3
3,Каких кошек в США называют «денежными кошками» (money cats)?,Трехцветных,Бесхвостых,Безусых,Живущих в банках 
4,Какую роль сыграл Уильям Шекспир в первой постановке своей пьесы «Гамлет» в театре «Глобус» в 1601 году?,Тень отца Гамлета,Клавдий,Гильденстерн,Полоний
5,Как назывался первый советский пленочный фотоаппарат?,"""ФЭД""","""Зенит""","""Зоркий""","""Смена"""
6,Руководитель национально-освободительной революции в Турции 1918-1923?,Кемаль Ататюрк,Сулейман Демирель,Хасан Шаш,Ибрагим Туркан
7,В каком году свершилась Великая Октябрьская Социалистическая революция?,Змеи,Обезьяны,Лошади,Тигра
8,Где И. Левитан написал свою знаменитую картину «Золотая осень»?,В Тверской губернии,В Ярославской губернии,В Смоленской губернии,В Московской губернии
9,"Кто автор пророческих слов: «Там, где сжигают книги, будут сжигать и людей»?",Гейне,Шопенгауэр,Гёте,Шиллер
