,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какого коня купает мальчик на картине Кузьмы Петрова-Водкина?,Красного,Пегого,В пальто,Стального
1,"Сколько дней, по замыслу авторов Шаталина и Явлинского, должен был продолжаться переход плановой экономики СССР в рыночную в целях преодоления экономического кризиса 1990 года?",500,300,600,1000
2,"Как фамилия героя фильма ""Служебный роман"", которого ошибочно сочли умершим?",Бубликов,Плюшкин,Пирогов,Баранкин
3,"Кто написал повесть ""Крейцерова соната""?",Л. Н. Толстой,А. И. Куприн,И. С. Тургенев,А. П. Чехов
4,"Какая актриса снялась в главных ролях в фильмах ""Фанфан-Тюльпан"" и ""Собор Парижской Богоматери""?",Джина Лоллобриджида,Брижит Бардо,Клаудиа Кардинале,Софи Лорен
5,"Как продолжить высказывание У. Черчиля: ""Дипломат — это человек, который дважды подумает, прежде чем...""?",... ничего не сказать.,"... сказать ""Не знаю""","... сказать ""Нет""","... сказать ""Да""."
6,Как называется домашняя арена футбольного клуба «Арсенал» (Лондон)?,«Эмирейтс»,«Уэмбли»,«Стэмфорд Бридж»,«Энфилд»
7,В честь какой телеведущей назван водный микроб?,Ольга Шелест,Оксана Фёдорова,Юлия Меньшова,Тина Канделаки
8,Какой президент первым в истории США лично посетил все 50 штатов?,Ричард Никсон,Дуйат Эйзенхауэр,Джеральд Форд,Рональд Рейган
9,Многоклеточные какого типа способны выдерживать диапазон температур от -193 до 65 градусов Цельсия?,Тихоходки,Полухордовые,Мшанки,Скребни
