,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой фильм показал мистер Фёст посетителям салуна в фильме ""Человек с бульвара Капуцинов""?","""Прибытие поезда""","""Прибытие автомобиля""","""Прибытие парохода""","""Прибытие НЛО"""
1,Как называется жёсткий магнитный диск персонального компьютера?,Винчестер,Джойстик,Дисковод,Модем
2,"У какой радиостанции слоган ""Все будет хорошо""?","""Русское радио""","""Ретро ФМ""","""Авторадио""","""Европа Плюс"""
3,"Какое событие не попало в серию ""Намедни"" Леонида Парфёнова за 1999 год, так как произошло 31 декабря, а фильм был отснят раньше?",Отставка Б. Н. Ельцина,Штурм Грозного,Встреча миллениума,Выборы Госдуму 3-го созыва
4,Кто из перечисленных не принимал участия в убийстве Григория Распутина?,Александр Керенский,Феликс Юсупов,Владимир Пуришкевич,Великий князь Дмитрий Павлович 
5,Члены каких семейств приходились родственниками польской королеве Боне ?,Всех перечисленных,Борджиа,Медичи ,Сфорца
6,Какой сборник стихов Марины Цветаевой вышел первым?,«Вечерний альбом»,«Разлука»,«Вёрсты»,«Молодец»
7,Что стало причиной эмиграции из России в 2017 году лидера группы «Ноль» Фёдора Чистякова?,Запрет организации «Свидетели Иеговы» в России,Успех последнего альбома «Updatedlive» в США,Принятие закона о запрете пропаганды гомосексуализма в России,Легализация марихуаны в штате Калифорния
8,Какая из горных вершин-восьмитысячников была покорена первой?,Аннапурна,Лхоцзе,Чогори,Джомолунгма
9,Какой танк изображен на лицевой стороне советской медали «За Отвагу»?,Т-35,КВ-2,БТ-7,Т-34
