,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На каком языке обычно выписывают медицинские рецепты?,Латинском,Английском,Русском,Греческом
1,"Что не является одним из значений слова ""бычок""?",Один из снарядов в спортивной гимнастике,Молодой самец парнокопытных,Обозначение окурка,Небольшая промысловая рыба
2,Какой спаржи не существует?,Синей,Зелёной,Белой,Фиолетовой
3,Что такое гаманок?,Кошелёк,Маленький гамак,Поводок,Десерт
4,В каком архитектурном стиле построен Екатерининский дворец в Пушкине?,Барокко,Классицизм,Рококо,Ампир
5,"Как звали Малыша из сказки «Малыш и Карлсон, который живёт на крыше»?",Сванте,Бетан,Боссе,Кристер
6,Кто из перечисленных поэтов не входил в литературную группу акмеистов?,Блок,Мандельштам,Гумилев,Ахматова
7,Кто такие молокане?,Христианская секта,Мусульманская секта,"Люди, питающиеся только молоком",Самцы рыб во время нереста
8,"Дочерью какого известного поэта была Ада Лавлейс, считающаяся первым в истории программистом?",Джордж Гордон Байрон,Уолт Уитмен,Генри Уодсворт Лонгфелло,Уильям Вордсворт
9,"Кто поднял восстание ""людей в белых одеждах"" в VIII веке?",Муканна,Спитамен,Бабек,Абу-Муслим
