,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что лежит перед дирижёром во время выступления оркестра?,партитура,рецептура,монтировка,арматура
1,"Как обычно называют людей, которые взламывают компьютерные программы?",Хакеры,Спамеры,Ламеры,Фрики
2,Какой из этих учёных изучает насекомых?,энтомолог,орнитолог,ихтиолог,кинолог
3,"Какое море НЕ входит в число пяти, портом которых считают Москву?",Аральское,Азовское,Белое,Балтийское
4,"Перу какого писателя- фантаста принадлежит роман ""Магелланово облако""?",С. Лем,Р. Бредбери,А. Кларк,Г. Уэллс
5,Какой правитель является прототипом карточного короля червей?,Карл Великий,Царь Давид,Александр Македонский,Юлий Цезарь
6,Какой специальный приз в Бельгии получил Олег Константинович Попов как лучший цирковой артист года?,"""Белый слон""","""Белый медведь""","""Белый лебедь""","""Белый аист"""
7,Какого слова не было в словаре Эллочки-людоедки в романе Ильфа и Петрова «Двенадцать стульев»?,железно,мрак,парниша,хамите
8,При какой династии были совершены знаменитые мореплавания Чжэн Хэ?,Мин,Тан,Цин,Хань
9,"Архонтом какого древнегреческого полиса был Драконт (Дракон), составивший в 621 г. до н.э. свод крайне жестоких законов?",Афины,Спарта,Фивы,Коринф
