,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая часть речи изменяется по временам?,Глагол,Существительное,Прилагательное,Союз
1,Какую птицу называют малиновкой?,Зарянку,Кукушку,Зяблика,Синицу
2,"По мотивам какой повести братьев Вайнеров снят фильм ""Место встречи изменить нельзя""?","""Эра милосердия""","""Визит к минотавру""","""Гонки по вертикали""","""Лекарство от страха"""
3,Какие военнослужащие русской армии отличались высоким ростом?,Гренадеры,Драгуны,Уланы,Кирасиры
4,Какой из этих фильмов создан не Эльдаром Рязановым?,«Лев Гурыч Синичкин»,«Забытая мелодия для флейты»,«Небеса обетованные»,«Жестокий романс»
5,"Какой фрукт назывался ""золотое яблоко"" в греческой мифологии?",Айва,Персик,Банан,Яблоко
6,"Где проходила Олимпиада, на которой бросок А. Белова вывел баскетбольную команду СССР в чемпионы?",Мюнхен,Рим,Монреаль,Мехико
7,"В какой земле Германии находится старинный город Веймар, где расположены музеи И. В. Гете, И. Ф. Шиллера и Ф. Листа?",Тюрингия,Саксония,Шлезвиг-Гольштейн,Нижняя Саксония
8,Кто из этих композиторов не был учеником Антонио Сальери?,Шуман,Лист,Шуберт,Бетховен
9,Какой из этих национальных костюмов является вьетнамским?,Аозай,Ципао,Думпра,Ханбок
