,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно детской песенке, получится, если к словечку прибавить словечко?",Песенка,Словарь,Кроссворд,Драка
1,"Что математики обозначают отрезком прямой, направление которой показано стрелкой?",вектор,медиану,синус,интеграл
2,"Как называют себя спортсмены, техники и тренеры одной команды в гонках Формулы-1?",конюшня,мафия,семья,гнездо
3,Как древние греки называли море?,Понт,Гонор,Спесь,Пафос
4,Какой элемент отсутствует в серной кислоте?,углерод,кислород,водород,сера
5,В какую реку впадает Ангара?,Енисей,Лена,Обь,Иртыш
6,"Какой цветок называют ""лилией Вуду""?",Аморфофаллус,Сансевиерия,Раффлезия,Такка Шантрье
7,"Как называлась первая комическая опера, которую сочинил И. А. Крылов?","""Кофейница""","""Филомена""","""Клеопатра""","""Бешеная семья"""
8,Какой город был первой столицей Бразилии?,Сальвадор,Рио-де-Жанейро,Сан-Паулу,Белу-Оризонти
9,В какой стране изготавливались детали и каркас символа Бразилии - статуи Христа-Искупителя?,Франция,США,Германия,Испания
