,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем регулярно занимаются игроки в преферанс?,берут взятки,пилят бюджет,гонят откаты,дают на лапу
1,Что НЕ измеряется в градусах?,Плотность,Температура,Долгота,Угол наклона
2,"Какой снаряд нужен легкоатлету, который выполняет упражнение не в круге, а на дорожке?",копьё,диск,молот,ядро
3,За что Владимир Высоцкий был посмертно удостоен Государственной премии СССР?,За роль Жеглова,За роль Гамлета,За все творчество,За военные песни
4,"Талисманов Олимпиады какого года звали Олли, Сид и Милли?",2000,2008,1996,2004
5,"Как называется испанское блюдо, представляющее собой небольшой бутерброд?",пинчос,орухо,фабада,косидо
6,Какие растения не включены в скульптурный сноп фонтана «Дружба народов» на ВДНХ в Москве?                    ,Кукуруза,Пшеница,Подсолнечник,Конопля
7,В каком рассказе Шерлок Холмс выдавал себя за капитана Бэзила?,«Черный Питер»,«Москательщик на покое»,«Рейгетские сквайры»,«Пенсне в золотой оправе»
8,Какой из перечисленных городов Турции третий по населению?,Измир,Адана,Бурса,Анталья
9,В какой земле современной Германии находится город Трир — родина Карла Маркса?,Рейнланд-Пфальц,Баден-Вюртемберг,Саар,Гессен
