,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто по ходу действия фильма Владимира Мотыля «Белое солнце пустыни» неоднократно произносит слово «стреляли», ставшее впоследствии крылатым?",Саид,Сухов,Верещагин,Абдулла
1,"Назовите имя киевской княгини, спалившей город древлян с помощью птиц?",Ольга,Забава,Ярослава,Рогнеда
2,Какая река до середины XVIII века являлась южной границей Санкт-Петербурга?,Фонтанка,Мойка,Карповка,Пряжка
3,Кто был основателем Московской консерватории?,Н. Рубинштейн,М. Балакирев,А. Глазунов,М. Мусоргский
4,"Про женщин какого города поют, что они: ""...Все скромны, все поэтессы, Все умны, а в крайнем случае, красивы.""? ",Одесса,Москва,Париж,Марсель
5,Какая денежная единица равна 100 баням?,Лея,Шекель,Бат,Форинт
6,"Человек с какой фамилией является автором известных учебников для вузов ""Неорганическая химия"" и ""Общая химия""?",Глинка,Гуно,Бородин,Чайковский
7,Укажите годы жизни композитора М. П. Мусоргского.,1839–1881,1840–1893,1891–1953,1792–1856
8,К какой из перечисленных групп относятся грибы?,Осмотрофы,Хемотрофы,Биотрофы,Фототрофы
9,Выхода к чему не имело государство Селевкидов?,Красному морю,Аравийскому морю,Персидскому заливу,Средиземному морю
