,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой из этих игр обходятся без клюшек?,бейсбол,хоккей,гольф,бенди
1,Что такое блог?,интернет-дневник,антивирус,электронный переводчик,язык программирования
2,В каких единицах измеряют угол?,Радиан,Меридиан,Бутадиен,Градиент
3,Орбита какой планеты находится между орбитами Юпитера и Урана?,Сатурн,Марс,Венера,Нептун
4,"Что носила древнеегипетская царица Хатшепсут в знак того, что она полноценный фараон?",бороду,меч,перстень,парик
5,Что дало название Зарядье историческому району Москвы?,торговые ряды,зарядка пушек,грядки огородов,ряды кладки стен Кремля 
6,Что древние греки клали в рот покойнику перед захоронением?,монетку,кусочек хлеба,камень,клочок собачьей шерсти
7, Какой город Польши стал кинематографической столицей? ,Лодзь,Гданьск,Познань,Краков
8,В каком году Канада получила окончательную независимость от Соединенного Королевства?,1982,1920,1946,1867
9,"В какой бельгийский город было адресовано знаменитое ""Письмо к Гоголю"" В. Г. Белинского, где великий писатель находился на лечении в июле 1847 года?",Остенде,Антверпен,Льеж,Генк
