,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется песня Александры Пахмутовой и Николая Добронравова, которую исполняла Анна Герман?","""Надежда""","""Любовь""","""Мать их Софья""","""Вера"""
1,Как ещё называют корриду?,Бой быков,Бой козлов,Дуэль тореадоров,Бой слонов
2,"Кем работала Надежда Васильевна Шевелёва, героиня кинокомедии Эльдара Рязанова?",преподавателем,цветоводом,архитектором,бухгалтером
3,Какая из опер Дж. Пуччини не имеет увертюры?,«Богема»,«Мадам Баттерфляй»,«Турандот»,«Тоска»
4,"Какому поэту принадлежат строки: «Бароны пируют, бароны воюют, Барон фон Гринвальдус, сей доблестный рыцарь, все в той же позиции на камне сидит»?",Козьма Прутков,Василий Жуковский,Денис Давыдов,Петр Шумахер
5,Как называл народ медную монету в 3 копейки после 40-х годов XIX века?,Гривенный,Гривенник,Грош,Гривна
6,"Кто режиссер оскароносного фильма ""Амадей"" о биографиях Вольфганга Амадея Моцарта и Антонио Сальери?",Милош Форман,Стивен Спилберг,Стенли Крамер,Мартин Скорсезе
7,Каким было настоящее имя Мими из оперы «Богема»?,Лючия,Сюзанна,Бьянка,Рената
8,Из какой рыбы японский повар не приготовит вам фугу?,Скорпена,Рыба-кролик,Бурый скалозуб,Иглобрюх
9,"«Приложением» к какому черепному нерву раньше считался добавочный нерв, из-за чего и получил своё название?",Блуждающий,Лицевой,Тройничный,Зрительный
