,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую роль Петр Мамонов сыграл в фильме «Царь»?,Иван Грозный,Борис Годунов,Павел I,Петр I
1,"О чём говорится во фразе Бертольда Брехта: «Кто {это делает}, может проиграть. А кто не {делает это же}, уже проиграл»?",Сражается,Пьёт шампанское,Покупает лотерейные билеты,Играет в казино
2,На каком материке больше всего государств?,Евразия,Африка,Северная Америка,Южная Америка
3,Какой рейтинг Motion Picture Association of America фильмам не ставит?,NC-21,NC-17,PG,PG-13
4,У какой из этих организаций по закону выше минимальный размер уставного капитала в России?,Открытое акционерное общество,Товарищество с ограниченной ответственностью,Закрытое акционерное общество,Общество с ограниченной ответственностью
5,Какая новогодняя традиция сложилась в последнее время в Голландии?,Купаться в море,Выбрасывать мебель,Обливать друг друга водой,Сжигать чучело
6,Сколько весит Царь-колокол?,200 тонн,300 тонн,350 тонн,250 тонн
7,В какой усадьбе находится «скамья Онегина»?,Тригорское,Михайловское,Петровское,Болдино
8,Какой из этих музыкальных темпов самый медленный?,Ленто,Аллегро,Модерато,Анданте
9,"Где снимали фильм ""Карнавальная ночь""?",В театре Советской Армии,На малой спортивной арене Лужников,В доме культуры им. Русакова,В цирке на Цветном бульваре
