,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называют болельщиков в Италии?,Тифози,Гриппини,Холери,Скарлатини
1,Какое имя и отчество было у дедушки чеховского Ваньки Жукова?,Константин Макарович,Пётр Макарович.,Макар Константинович,Фёдор Петрович
2,Как подписывался герой рассказа Чехова «Мальчики»?,Монтигомо Ястребиный Коготь,Фантомас,Зорро,Граф Монте-Кристо
3,Кто не стал олимпийским чемпионом на олимпиаде в Ванкувере?,Альберт Демченко,Евгений Устюгов,Ольга Зайцева,Никита Крюков
4,"Что в переводе с иврита означает слово ""Моссад""?",Институт,Заведение,Организация,Контора
5,Какой из этих городов был столицей США?,Филадельфия,Детройт,Бостон,Атланта
6,"Какой цвет волос был у возлюбленной Тристана Изольды, если верить Бедье?",Белокурый,Рыжий,Каштановый,Вороново крыло
7,Как называется спортивная одежда тхэквондиста?,Добок,Кэндоги,Ханбок,Ги
8,Кто автор этих слов: «Музыка — посредник между жизнью ума и жизнью чувств»?,Бетховен,Шопен,Моцарт,Вагнер
9,"Какому поэту принадлежат эти строки: «Россия начиналась не с меча, и потому она непобедима!»?",Э. Асадов,А. Сурков,М. Светлов,М. Ошанин
