,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется вид разводного ключа?,Газовый,Торфяной,Угольный,Нефтяной
1,Какой вид спорта не дал своего имени одному из предметов одежды?,волейбол,теннис,футбол,бейсбол
2,Как называлась немецкая армия?,Вермахт,Фольксштурм,Гитлерюгенд,Рейхстаг
3,Как называется старинное оружие - фигурный топорик на длинном древке?,Алебарда,Кираса,Сариса,Протазан
4,"Какой танец, написанный Иоганном Штраусом-сыном, называется «Трик-трак»?",полька,мазурка,вальс,кадриль
5,"У каких оленей рога носят не только самцы, но и самки?",северный олень,благородный олень,пятнистый олень,олень Давида
6,Какой из этих полнометражных американских мультфильмов создан не на студии Диснея?,«Анастасия»,«Пиноккио»,«Покахонтас»,«Король Лев»
7,Какой монашеский орден получил название от детали одежды?,капуцины,доминиканцы,иезуиты,бенедиктинцы
8,Какую формулу имеет хромовая кислота?,H2CrO4,H3CrO4,HCrO3,H4Cr2O7
9,Территория какого современного государства не охватывалась хотя бы частично империей Тамерлана?,Иордания,Россия,Турция,Казахстан
