,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На чём спасаются герои картины Айвазовского «Девятый вал»?,На обломке мачты,На плоту,На остатках палубы,На лодке
1,Кто из перечисленных философов не жил в Древней Греции?,Тит Лукреций Кар,Аристотель,Сократ,Платон
2,Какова высота Эйфелевой башни?,324 м,304 м,263 м,215 м
3,"Что изначально находилось в парижском здании, ставшем музеем Орсе?",вокзал,госпиталь,магазин,университет
4,Какую прибавку за вредность требовал зицпредседатель Фунт в романе «Золотой телёнок»?,100%,75%,125%,50%
5,Какая страна в 1915 году во время Первой мировой войны впервые применила химическое оружие?,Германия,Австро-Венгрия,Франция,Великобритания
6,Кто придумал символ бесконечности?,Дж. Валлис,Б. Паскаль,Ж. Лагранж,Ж. Понселе
7,Какой литовский князь потерпел сокрушительное поражение от монголов на Ворскле?,Витовт,Ольгерд,Гедимин,Миндовг
8,Какой пролив соединяет Восточно-Сибирское и Чукотское моря?,Лонга,Вилькицкого,Шокальского,Дмитрия Лаптева
9,"Как звали древнегреческого атлета, победившего на Олимпийских играх в состязании по панкратиону уже будучи мертвым?",Аррахион,Меланком,Парабаллон,Диагор
