,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В чём, как принято считать, Дед Мороз приносит подарки?",в мешке,в саквояже,в рюкзаке,в чемодане
1,Какой из этих танцев является испанским?,Фламенко,Чардаш,Сиртаки,Самба
2,Какой город до окончания Великой Отечественной войны назывался Кенигсберг?,Калининград,Киров,Выборг,Оренбург
3,"Какой калибр у автомата Калашникова ""АК-74""?",5.45,7.62,5.66,9
4,Какая птица спасла жизнь императору Китая в сказке Андерсена?,Соловей,Фламинго,Журавль,Лебедь
5,Как называют Фолклендские острова аргентинцы?,Мальвинские,Малеинские,Мальдивские,Мальдонские
6,В результате какого крестового похода образовалось Афинское герцогство?,4,2,6,8
7,"Как в Древнем Риме называли жрецов (или жриц), гадавших только по внутренностям жертвенных животных?",Гаруспики,Весталки,Бестиарии,Авгуры
8,Какая из этих королев получила прозвище Мария Кровавая?,Мария I Тюдор,Мария II да Глория,Мария-Антуанетта,Мария Стюарт
9,"Какой юродивый предложил Ивану Грозному кусок сырого мяса, обличая того в греховности?",Никола Салос,Василий Блаженный,Иаков Боровицкий,Прокопий Устюжский
