,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто является Верховным главнокомандующим Вооружёнными силами Российской Федерации?,Владимир Путин,Валерий Герасимов,Сергей Шойгу,Олег Салюков
1,"Как называется художник, специализирующийся на изображении животных?",Анималист,Пейзажист,Маринист,Баталист
2,Где родилась борьба сумо?,Япония,Корея,Монголия,Якутия
3,Кто из австрийских композиторов уже в шесть лет давал концерты?,Моцарт,Штраус,Малер,Гайдн
4,"Кто сказал: «Нужно есть, чтобы жить, а не жить, чтобы есть»?",Сократ,Наполеон,Черчиль,Конфуций
5,Какое самое быстрое животное на Земле?,Сапсан,Марлин,Лев,Гепард
6,Кто из этих литературных героев раскрыл убийство на парижской улице Морг?,Дюпен,Легран,Мегрэ,Пуаро
7,Сборная какой страны никогда не становилась чемпионом мира по регби?,Франции,Австралии,ЮАР,Англии
8,Где в человеческом скелете можно найти сесамовидные кости?,В области суставов,В ухе,В грудной клетке,В лицевом отделе черепа
9,На сколько поднялся уровень воды в Москве-реке во время наводнения в апреле 1908 года?,"8,9 метра","10,2 метра","4,7 метра","6,3 метра"
