,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько на Земле материков?,6,8,7,5
1,Какому русскому сказочному персонажу соответствует японский Сегацу-Одзи-сан?,Дед Мороз,Царь Горох,Кощей Бессмертный,Змей Горыныч
2,Какой рекорд принадлежит населению Нидерландов?,Самое высокое в мире,Самое курящее в мире,Самое пьющее в мире,Самое читающее в мире
3,В виде кого изобразил мэра Москвы Зураб Церетели в своей скульптуре?,Дворник,Сеятель,Царь,Пасечник
4,"Кто из правителей первым произнес: ""Деньги не пахнут""?",Веспасиан,Калигула,Карл Великий,Людовик XIV
5,Как называются ореховые плоды анакардиума?,Кешью,Пинии,Фисташки,Пекан
6,"Встреча каких персонажей из книги Туве Янссон «Мемуары папы Муми-тролля» произошла утром возле ручья, недалеко от дома Ежихи?",Муми-папа и Фредриксон,Муми-тролль и Снусмумрик  ,Тофсла и Вифсла  ,Муми-папа и Муми-мама  
7,"Какой мифологический царь сумел разгадать загадку Сфинкса, после чего тот бросился со скалы и разбился?",Эдип,Креонт,Парис,Одиссей
8,Как называется самый большой необитаемый остров в Тихом океане?,Кокос,Трейлл,Девениш,Аггату
9,Частью какой канонической библейской книги является Песнь Песней?,Писания (Ктувим),Пророки (Невиим),Закон (Тора),Не является канонической
