,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что можно обнаружить на рабочем столе большинства компьютеров?,ярлыки,этикетки,ценники,бирки
1,"Что надо добавить в томатный сок, чтобы получился коктейль ""Кровавая Мэри""?",Водка,Джин,Ром,Виски
2,"Какие цвета по олимпийским правилам имеют углы ринга, где боксёр отдыхает между раундами?",Красный и синий,Синий и жёлтый,Жёлтый и зелёный,Зелёный и красный
3,Кто из римских императоров считал себя гениальным актером и часто выступал перед публикой?,Нерон,Каракалла,Траян,Тит
4,Что такое батат?,сладкий картофель,сладкая морковь,сладкий лук,сладкая капуста
5,Какой футбольный тренер выиграл два чемпионата мира подряд?,Витторио Поццо,Карлос Билардо,Марио Загало,Франц Беккенбауэр
6,В каком году колхозники начали получать ежемесячную зарплату?,1966,1946,1936,1956
7,"Кто написал картину ""Сад земных наслаждений""?",Иероним Босх,Рене Магритт,Сальвадор Дали,Джеймс Энсор
8,Какой круизной судовой компании не существует?,Denmark Europe,Holland America,Royal Caribbean,Norwegian
9,Какой роман Фенимор Купер написал на спор с женой?,«Предосторожность»,«Пионеры»,«Последний из Могикан»,«Зверобой»
