,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кем представился Мойдодыр в стихотворении Корнея Чуковского?,Начальником,Директором,Боссом,Управляющим
1,Что используют при ремонте?,жидкие гвозди,жидкий молоток,жидкие саморезы,жидкий перфоратор
2,С помощью какого прибора измеряется артериальное давление?,тонометр,авометр,манометр,тахометр
3,Где в сказке Ганса Христиана Андерсена жила Снежная королева?,Финляндия,Дания,Россия,Англия
4,В какой стране в Новый год падает бумажный снег из разрезанных газет?,Бразилия,Швеция,Польша,Греция
5,Какую науку древние римляне называли «учительницей жизни»?,Историю,Физику,Географию,Математику
6,Когда празднуют Всемирный день здоровья?,В апреле,В ноябре,В январе,В августе
7,Стилизованный лист какого вида клёна изображен на флаге Канады?,Сахарный,Серебристый,Американский,Пенсильванский
8,"О цветке какого растения шла речь в сказке Ханса Кристиана Андерсена ""Садовник и господа""?",Артишок,Огурец,Тыква,Томат
9,В каком году Бельгия окончательно отделилась от Нидерландов?,1830,1815,1856,1721
