,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие звуки могут издавать белки?,Мурлыканье,Чириканье,Вой,Гроулинг
1,Какая из этих планет Солнечной системы занимает второе место по размерам?,Сатурн,Меркурий,Юпитер,Уран
2,Вставьте пропущенное слово из строки стихотворения Пушкина «Анчар»: «К нему и птица не летит и ... нейдет».,Тигр,Зверь,Конь,Лев
3,"Назовите фамилию режиссера-мультипликатора, создавшего серию мультфильмов «Ну, погоди!».",Котеночкин,Дежкин,Репкин,Русаков
4,Кто изобрел напиток мате?,Инки,Аргентинцы,Испанцы,Китайцы
5,"Как называется фильм Габора Чупо, снятый по одноименной повести Кэтрин Патерсон?",«Мост в Терабитию»,«Лестница в небо»,«Дорога на Арлингтон»,«Дверь в лето»
6,Как местные жители называют стадион PGE Arena в Гданьске?,Янтарная арена,Жемчужная арена,Малахитовая арена,Изумрудная арена
7,"Какой цветовой оттенок в старину обозначали эпитетом ""Иудино дерево""?",Ярко-розовый,Бледно-фисташковый,Ярко-голубой,Бледно-желтый
8,"С именем какого французского медика, по распространённой версии, связано изобретение медицинского жгута?",Жан-Луи Пети,Мари Франсуа Ксавье Биша,Франсуа Жозеф Виктор Бруссе,Николя Ренe Деженетт-Дюфриш
9,"Как называется культовое сооружение, построенное над местом гибели или захоронения мученика?",мартириум,гульбище,клуатр,киворий
