,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из перечисленного можно приобрести в мясном магазине?,Батон колбасы,Багет зельца,Булку ветчины,Ковригу шпика
1,Как называется веревка с петлей на конце?,Лассо,Сосо,Колесо,Серсо
2,"Где в феврале 1945 года проходила встреча Сталина, Рузвельта и Черчилля, определившая облик послевоенного мира?",Ялта,Тегеран,Вена,Гаага
3,Какого цвета был котёнок по имени Гав в сказках Григория Остера?,рыжего,чёрного,серого,белого
4,Чему тождественно выражение sin(90°   ß)?,Cos ­ß,- sin ß,- cos ß,Sin ß
5,"В какой исторической области Франции появились трубадуры, которые потом разбрелись по свету?",В Провансе,В Бургундии,В Нормандии,В Гаскони
6,"Кому принадлежит цитата: ""Все мы вышли из джинсовой куртки Аксёнова...""?",Евгений Попов,Евгений Евтушенко,Бэла Ахмадулина,Роберт Рождественский
7,Под каким мостом по легенде пролетел Чкалов?,Троицкий,Большеохтинский,Дворцовый,Аничков
8,Какое из перечисленных морей расположено в Индонезии?,Море Хальмахера,Море Висаян,Море Минданао,Море Камотес
9,В каком из этих городов не производят автобусы?,Саратов,Павлово,Курган,Ликино-Дулёво
