,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В названии какого из этих фильмов или произведений не упоминается, в том или ином падеже, слово «собака»?",«...которая гуляла сама по себе»,"«Трое в лодке, не считая...""»",«Четыре танкиста и...»,«...Баскервилей»
1,Кто из этих американских киноактеров был неоднократным чемпионом мира по культуризму?,А. Шварценеггер,Б. Виллис,С. Сигал,Ч. Норрис
2,"Кто, по мнению зоолога, НЕ относится к семейству псовых?",росомаха,лисица,койот,шакал
3,На какой речке состоялась дуэль Пушкина с Дантесом?,на Чёрной,на Белой,на Красной,на Жёлтой
4,Каким праздником на Руси заканчивался купальный сезон?,Ильин день,Иван Купала,Петров день,Калинов день
5,"«Инвентарь ужасов» какой трагедии Шекспира составляют четырнадцать убийств, тридцать четыре трупа, три отрубленные руки и один отрезанный язык?",«Тит Андроник»,«Юлий Цезарь»,«Король Лир»,«Макбет»
6,Что в Индии называют «Джанаганамана»?,Гимн Индии,Героический эпос,Приток Ганга,Храмовый комплекс
7,"Кто из этих французских писателей - лауреатов Нобелевской премии - написал роман ""Остров пингвинов""?",А. Франс,А. Жид,Р. Роллан,Ф. Мориак
8,На территорию какого из этих государств пустыня Кызылкум не заходит?,Афганистан,Туркмения,Узбекистан,Казахстан
9,Древнеегипетским фараоном какого исторического периода был Псамметих I?,Позднего периода,Нового царства,Среднего царства,Древнего царства
