,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется небольшая лёгкая соната?,Сонатина,Сонателла,Сонатиккола,Соналлина
1,Какое из этих растений вошло в нашу жизнь не благодаря народу инков?,Баклажан,Авокадо,Ананас,Подсолнечник
2,Какое из приведенных названий не относится к автобиографической трилогии Максима Горького?,«Отрочество»,«В людях»,«Мои университеты»,«Детство»
3,О чем писал Шекспир в строке: «Я встретился с ночной кобылой...»?,О кошмаре,О роке,О смерти,О туче
4,Какая страна является главным производителем кленового сиропа?,Канада,США,Великобритания,Норвегия
5,Показ какого фильма был первым в истории Большого театра?,«Броненосец Потёмкин»,«Чапаев»,«Путёвка в жизнь»,«Весёлые ребята»
6,"Как называется поэма П. Федотова, сюжетно связанная с его картиной «Сватовство майора»?","«Поправка обстоятельств, или Женитьба майора»","«Сватовство майора, Или чаепитие в Мытищах»","«Женитьба майора, Или неравный брак»","«Сватовство майора, или Купеческая дочь»"
7,С каким будущим советским маршалом Шарль де Голль находился в плену у немцев во время Первой мировой войны?,Тухачевский,Егоров,Уборевич,Блюхер
8,Какой мифологический герой (по одной из версий) был правнуком Зевса?,Одиссей,Орфей,Ахилл,Беллерофонт
9,В каком государстве проживает больше всего туарегов?,Нигер,Алжир,Мали,Мавритания
