,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто является символом США?,Дядя Сэм,Арнольд Шварценеггер,Санта-Клаус,Бэтман
1,"Что в Древнем Риме означало слово ""нобилитет""?",Родовая знать,Осадное орудие,Вид подати,Ругательство
2,"Какой была фамилия главврача из песни В. С. Высоцкого, запретившего телевизор на Канатчиковой даче?",Маргулис,Лацис,Бурбулис,Вацетис
3,В какой стране расположена штаб-квартира компании по производству пистолетов «Walther»?,Германия,Великобритания,Италия,Бельгия
4,На территории какого государства возникли в средние века первые на Земле банки?,Италия,Швейцария,Турция,Испания
5,"Какая пара хромосом человека самая большая (как по размерам, так и по количеству генов)?",1-я,13-я,9-я,22-я
6,"Какие животные были изображены на самой крупной купюре монгольского доллара, имевшей хождение с 1921 по 1925 г.?",Верблюды,Лошади,Бараны,Быки
7,Какая пьеса Пушкина была поставлена на сцене при жизни поэта?,"""Моцарт и Сальери""","""Каменный гость""","""Борис Годунов""","""Скупой рыцарь"""
8,"Как в Японии назвали ""поющий пол"" императорского дворца в Киото, выполнявшего роль охранной сигнализации?","""Соловьиный""","""Собачий""","""Сверчковый""","""Петушиный"""
9,Гран-при какой из этих стран не проводился в Формуле-1?,Азербайджан,Индия,Марокко,Люксембург
