,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как переводится с греческого слово ""этнос""?",Народ,Костюм,Рыба,Сапог
1,Какое из этих животных не относится к семейству кошачьих?,Куница,Тигр,Гепард,Леопард
2,Кто возродил Олимпийские игры?,Барон Пьер де Кубертен,Пётр I,Император Феодосий,Император Константин
3,"Как называется специалист, отвечающий за поддержание газонов для футбола, бейсбола, гольфа, в надлежащем виде?",Гринкипер,Монстролог,Газонщик,Дергаль
4,Как турки предпочитают называть Средиземное море?,Белое,Синее,Зеленое,Фиолетовое
5,Какое из этих государств — НЕ монархическое?,Бурунди,Лесото,Марокко,Свазиленд
6,Какой вид спорта входил в программу Олимпийских игр с 1896 по 1924 гг. и вновь вернулся в неё только с 1988 года?,Теннис,Фехтование,Конный спорт,Бокс
7,"Что в переводе с латыни означает слово ""Рефлекс""(reflexus)?",Отраженный,Отталкивающий,Оперативный,Одиозный
8,Законы какого правителя являются древнейшими из дошедших до нас в письменном виде?,Ур-Намму,Хаммурапи,Саргон Древний,Урукагина
9,"Когда олимпийцы спасались от Тифона в Египте, кто из них превратился в кошку?",Артемида,Афина,Гера,Афродита
