,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Название какого из этих изобретений можно перевести как ""звук издалека""?",Телефон,Мегафон,Радио,Телеграф
1,Что такое снедь?,Еда,Игрушка,Пряжа,Напиток
2,Во что лирический герой песни Михаила Ножкина готов был нарядить весь белый свет?,в берёзовые ситцы,в терновые венцы,в липовые лапти,в деревянный макинтош
3,"Как называется исторически сложившаяся единица измерения расстояний в астрономии, приблизительно равная среднему расстоянию от Земли до Солнца?",Астрономическая единица,Парсек,Протуберанец,Квазар
4,Сколько продолжается игра в американский футбол?,4 периода по 15 минут,3 периода по 20 минут,2 периода по 30 минут,2 периода по 45 минут
5,"Кто, работая в молодости кондуктором, проучил безбилетника, предъявлявшего по утрам в трамвае 100-рублевую купюру за номером 123715?",К. Паустовский,И. Ильф,Е. Петров,М. Зощенко
6,Кто из «крестьянских поэтов»-друзей С. Есенина не был расстрелян в 1937–38 годах по ложному обвинению?,А. Ширяевец,С. Клычков,П. Орешин,Н. Клюев
7,Какое водохранилище является крупнейшим в мире по площади?,Виктория (Уганда — Танзания — Кения),Вольта (Гана),Братское (Россия),Каниалиско (Канада)
8,"В каком из этих фильмов Алексея Балабанова звучит песня ""Истерика"" группы ""Агата Кристи""?","""Кочегар""","""Брат 2""","""Морфий""","""Про уродов и людей"""
9,"Кто был признан величайшим атлетом XX века по результатам опроса, проведённого американским телеканалом ABC Sports?",Джим Торп,Майкл Джордан,Мохаммед Али,Мартина Навратилова
