,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Каким средством является автомобиль согласно афоризму Ильфа и Петрова?,Передвижения,Возвышения,Обогащения,Разорения
1,Где стучал ботинком Никита Сергеевич Хрущев?,ООН,Конгресс,Пентагон,Белый дом
2,Как называли агента уголовно-сыскной полиции в России конца XIX века?,Филёр,Фискал,Фраер,Фигляр
3,Какую из этих этнографических групп нельзя назвать грузинами?,Аварцы,Имеретины,Аджарцы,Кахетины
4,Какое из этих государств находится не в Африке?,Белиз,Малави,Буркина-Фасо,Ботсвана
5,Назовите амплуа династии цирковых артистов Кантемировых,Наездники-джигиты,Дрессировщики,Эквилибристы,Иллюзионисты
6,"Какая песня посвящена городу, в котором родился Э. Рязанов?",Беспокойная я,Где резной палисад,Городок не велик и не мал,А я люблю женатого
7,Флаг какого государства имеет два равноправных варианта — для мирного и военного времени?,Филиппины,Иордания,Мьянма,Камбоджа
8,С изгнания какого царя начинается история Римской республики?,Луция Тарквиния Гордого,Нумы Помпилия,Тулла Гостилия,Сервия Туллия
9,"Как заканчивается немецкая пословица: ""У самых глупых крестьян — ...""?",Самая большая картошка,Самый лучший наряд,Самая лучшая погода,Самый большой дом
