,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какого цвета дуб, стоящий у Лукоморья?",Зелёный,Белый,Синий,Красный
1,Как НЕ характеризовали Нину в фильме «Кавказская пленница»?,активистка,спортсменка,комсомолка,студентка
2,Какого статуса своих домов сумели добиться от властей англичане?,Крепость,Цитадель,Замок,Блиндаж
3,Что можно было увидеть в петлицах офицеров Красной армии?,кубики,цилиндрики,шарики,пирамидки
4,Какой город представляет польский футбольный клуб «Шлёнск»?,Вроцлав,Варшава,Краков,Хожув
5,"Как называется специалист, обучающий верховой езде?",Берейтор,Кунктатор,Форейтор,Шталмейстер
6,Под каким названием в 1933 году появились анонсы третьего романа об Остапе Бендере?,"""Подлец""","""Авантюрист""","""Наглец""","""Аферист"""
7,"Когда отмечался Юрьев день, за неделю до которого крестьянин мог сменить помещика?",26 ноября,13 декабря,7 мая,23 апреля
8,Какую из этих пьес А. П. Чехов написал позже трех остальных?,"""Вишневый сад""","""Три сестры""","""Дядя Ваня""","""Чайка"""
9,Мелодией из какой оперы оркестр Циммера встречал Ассоль на палубе корабля под алыми парусами?,«Травиата»,«Богема»,«Пуритане»,«Паяцы»
