,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Из чьего профессионального жаргона пришло выражение «втирать очки»?,Шулеров,Банкиров,Офтальмологов,Спортсменов
1,Как называли жриц любви в Древней Греции?,Гетера,Гейша,Наложница,Куртизанка
2,Животное какого отряда дало название резус-фактору крови человека?,Приматы,Черепахи,Клювоголовые,Рукокрылые
3,Какую планету солнечной системы открыли самой последней?,Нептун,Уран,Меркурий,Сатурн
4,Как медики называют разницу между систолическим и диастолическим артериальным давлением?,Пульсовое давление,Кардиотонус,Давление выброса,Артериальный градиент
5,Какой из этих витаминов синтезируется исключительно микроорганизмами?,В12,В2,В6,В1
6,"Какой вид крупы раньше на Руси называли ""сорочинским пшеном""?",Рис,Гречневая крупа,Кукурузная крупа,Кус-кус
7,"Какой гонорар получил Б. М. Кустодиев за портрет будущих Нобелевских лауреатов П. Л. Капицы и Н. Н. Семёнова, написанный в 1921 году?",Петух и мешок пшена,3 рубля,Рентгеновская трубка,Мешок муки и полфунта сахара
8,"В каком году было введено почётное звание ""Заслуженный тренер СССР""?",1956,1946,1961,1951
9,Кто выиграл дебютную гонку преследования на чемпионате мира по биатлону 1997 года?,Виктор Майгуров,Владимир Драчев,Вильфрид Паллхубер,Уле-Эйнар Бьорндален
