,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кем был Сизиф, персонаж древнегреческой мифологии?",Царем,Земледельцем,Пастухом,Солдатом
1,Что украшает шпиль петербургского Адмиралтейства?,Кораблик,Серп и молот,Звезда,Крест
2,"Где вручается премия ""Золотая пальмовая ветвь""?",Канны,Лос-Анджелес,Москва,Манчестер
3,Чем увенчан шпиль главного здания Московского государственного университета?,звездой,фигурой Георгия Победоносца,крестом,двуглавым орлом
4,Где располагается особый орган моллюсков — радула?,В ротовой полости,В нервной системе,В ноге,В дыхательной системе
5,Где родилась жена Людовика XVI Мария-Антуанетта?,В Австрии,В Швеции,В Венгрии,В Польше
6,Как иначе называется стеноз?,стриктура,аденит,цистит,скинеит
7,Кто из иностранцев был первым удостоен звания Герой Советского Союза?,Болгарин Волкан Горанов,Чех Отакар Ярош,Итальянец Примо Джибелли,Француз Ролан де ла Пуап
8,"Кто является первым теннисистом, которому было присвоено звание первой ракетки мира?",Илие Настасе,Джон Ньюкомб,Бьорн Борг,Джимми Коннорс
9,В какой стране в 2001 году была учреждена Всемирная туалетная организация?,Сингапур,Индия,США,Китай
