,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как в анатомии называют парные структуры, расположенные книзу от Сильвиева водопровода и относящиеся к среднему мозгу хордовых животных?",Ножки мозга,Глазки полушарий,Пальчики сосудов,Ручки ядра
1,"Что обязательно должно быть в автомобиле, чтобы тот успешно прошел проверку технического состояния?",огнетушитель,топор,ящик с песком,лопата
2,"В каком городе расположен музей ""Прадо""?",Мадрид,Барселона,Севилья,Мехико
3,Как в древнегреческих мифах называли чудовище с телом человека и головой быка?,Минотавр,Тифон,Кентавр,Пегас
4,"Как называлась деревянная дощечка, которую носили с собой в древности на Руси малограмотные люди?",нос,корма,палуба,рея
5,"Кто автор выражения: ""Есть вещи, которые стоят того, чтобы им хранили верность. Например, кофе""?",Джон Голсуорси,Оноре де Бальзак,Иоганн Бах,Вольтер
6,Какая монета была выпущена в США раньше остальных?,Серебряные 5 центов,Серебряный дайм,Серебряный доллар,Медный цент
7,Врачам какой страны Н. И. Пирогов вручил серебряные медали с надписью «... в память о совместном труде и лишениях» в Крымской войне 1853–1856 годов?,США,Греция,Болгария,Бразилия
8,"Какой была фамилия шведского механика, по патенту которого был изготовлен популярный разводной ключ?",Юханссон,Эрикссон,Андерссон,Нильссон
9,Какое из этих значений эксцентриситета соответствует гиперболе?,2,1,"0,5",0
