,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что помогает собаке идти по следу?,Обоняние,Карта,Зрение,Компас
1,"Кто автор картины ""Черный квадрат""?",Малевич,Гоген,Ван Гог,Пикассо
2,Сердце млекопитающих ...,четырехкамерное,трехкамерное,двукамерное,однокамерное
3,"Как звали маленького робота-дроида из фильма ""Звёздные войны""?",R2,R1,R4,R3
4,На стихи какого поэта Александр Барыкин написал песню «Букет»?,Николай Рубцов,Евгений Евтушенко,Римма Казакова,Иосиф Уткин
5,Какая из опер Джузеппе Верди в основном написана в ритме вальса?,«Травиата»,«Трубадур»,«Риголетто»,«Бал-маскарад»
6,"Какой из этих штатов называют ""Гранитный""?",Нью-Гэмпшир,Мэн,Вермонт,Массачусетс
7,Какая порода не входит в список из 14 древних пород собак?,Бобтейл,Пекинес,Чау-чау,Шарпей
8,"На каком бульваре московского Бульварного кольца расположен фонтан ""Поющий журавль""?",Чистопрудный,Страстной,Тверской,Никитский
9,Какой русский писатель еще в 1824 году предсказал появление воздушно-десантных войск?,Фаддей Булгарин,Александр Вельтман,Александр Пушкин,Михаил Загоскин
