,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали царя в фильме-сказке «Марья-искусница»?,Водокрут,Водохлёб,Водовоз,Водолаз
1,Сколько сантиметров составляет одна тысячная часть километра?,100 сантиметров,1 сантиметр,1000 сантиметров,10 сантиметров
2,"Какое прозвище было у Всеволода III, который, не живя в Киеве, носил титул великого князя и первый из русских князей заставил присягать себе и детям своим?",Большое гнездо,Родовод,Шертный,Семейный
3,Какое блюдо не было представлено на трапезе царя в фильме «Иван Васильевич меняет профессию»?,"Утка, запеченная с яблоками",Икра заморская баклажанная,Головы щучьи с чесноком,Почки заячьи верченые
4,Как прозвали российскую Олимпийскую чемпионку по скоростному бегу на коньках Лидию Скобликову?,Уральская молния,Русская ракета,Ледовая торпеда,Серебряная пуля
5,Кем были шорьки из стихотворения Льюиса Кэролла?,"Помесью хорька, ящерицы и штопора","Помесью клюшки для гольфа, хорька и лисицы",Эльфийским хорьком,"Помесью летучей мыши, пробки от бутылки шампанского и хорька"
6,"Кто написал музыку для песни группы Любэ ""Комбат""?",Матвиенко,Шаганов,Птичкин,Богословский
7,Сколько автономных областей насчитывается в Испании?,17,13,15,20
8,"Кто автор строк: ""Я в лесу вчера видел русскую идею — // Шла с верёвкой на шее между спиленных сосен""?",Ю. Шевчук,Б. Гребенщиков,А. Макаревич,А. Башлачёв
9,Флаг какого города Московской области внесён в Государственный геральдический регистр под регистрационным номером 666?,Протвино,Звенигород,Воскресенск,Коломна
