,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что есть у петуха?,гребень,расчёска,мочалка,губка
1,"Как звали девочку, которая нравилась Тому Сойеру?",Бекки Тэтчер,Алиса Лиддел,Вэнди Дарлинг,Долорес Гейз
2,Как называется всемирно известная инструментальная композиция Джеймса Ласта?,"""Одинокий пастух""","""Грустный оленевод""","""Забытый чабан""","""Покинутый ковбой"""
3,С какой суммы начиналась финансовая карьера Чичикова?,С полтины,С пяти рублей,С копейки,С рубля
4,В каком регионе России находится постоянно поминаемый всуе Урюпинск?,Волгоградская обл.,Мордовия,Белгородская обл.,Брянская обл
5,Какова скорость звука в воздухе при нормальных условиях?,"1191,6 км/ч","860,5 км/ч","2481,2 км/ч","331,0 км/ч"
6,Ферменты какой группы обеспечивают переваривание пищевого белка?,Пептидазы,Эстеразы,Гликозидазы,Нуклеазы
7,Какую оперу поставил на сцене лондонского Ковент-Гардена Андрей Тарковский?,Борис Годунов,Иван Сусанин,Евгений Онегин,Пиковая дама
8,Кто руководил первой французской кругосветной экспедицией?,Луи Антуан де Бугенвиль,Жан де Бетанкур,Жан-Франсуа де Лаперуз,Ив-Жозеф Тремарек Кергелен
9,Какой персонаж не упоминается в сказке Ю. Дьяконова «Восемь волшебных желудей»?,Котёнок Желумурчик,Щенок Желугавчик,Страусёнок Желустрёнок,Жеребёнок Желурёнок
