,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кого из этих животных звали Джерри в мультфильме ""Том и Джерри""?",Мышонка,Цыпленка,Кота,Собаку
1,Какую мерку обычно не снимают при пошиве юбки?,Обхват плеч,Длина юбки,Обхват бедер,Обхват талии
2,"Как называется опера П. И. Чайковского по драме Г. Герца ""Дочь короля Рене""?","""Иоланта""","""Ундина""","""Воевода""","""Черевички"""
3,Кто стал победителем чемпионата Европы - 2001 по фигурному катанию среди мужчин?,Евгений Плющенко,Станик Жаннет,Алексей Ягудин,Александр Абт
4,"Какой поэт с грустью заметил: «Вот и лето прошло, словно и не бывало...»?",А. Тарковский,Н. Доризо,А. Вознесенский,С. Есенин
5,"Кто из этих известных актеров и режиссеров, народных артистов СССР, стал министром культуры своей страны?",Богдан Ступка,Донатас Банионис,Вия Артмане,Роберт Стуруа
6,В какой стране базируется футбольный клуб АИК?,Швеция,Греция,Португалия,Франция
7,Что из этого является растением?,льярета,армиллярия,мозговик,ризокарпон
8,"Кому посвящён документальный фильм  ""Больше, чем золото""?",Волейболистам,Фигуристам,Хоккеистам,Биатлонистам
9,Кто стал 13-ым чемпионом мира по шахматам?,Гарри Каспаров,Владимир Крамник,Роберт Фишер,Анатолий Карпов
