,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что несёт курица?,Яйца,Бремя славы,Полную чушь,Непосильную ношу
1,Какого смешарика не существует?,Хрюша,Ёжик,Бараш,Лосяш
2,Что изображено на официально утверждённом в России знаке начинающего водителя?,восклицательный знак,буква «Н»,буква «У»,изображение чайника
3,Какому пехотному чину соответствовал казачий чин есаула?,Капитану,Подполковнику,Поручику,Подпоручику
4,Как называлась столовая сталкеров в романе братьев Стругацких «Пикник на обочине»?,«Боржч»,«Шчи»,«Альонушка»,«Матриошка»
5,Какой римский император написал философское сочинение «Наедине с собой»?,Марк Аврелий,Клавдий,Тиберий,Веспасиан
6,Каков был маршрут посольства Балашова к Наполеону?,Вильно — Вильно,Ковно — Гродно,Гродно — Вильно,Вильно — Ковно
7,Какого политического и религиозного деятеля звали Арман Жан дю Плесси?,Кардинал Ришелье,Кардинал Эвен,Кардинал Мазарини,Кардинал Бартелеми
8,Кто из русских царей написал свод уставов по соколиной охоте?,Алексей Михайлович,Иван Грозный,Пётр III,Пётр I
9,"Премьера какой из этих опер состоялась в Риме в театре ""Костанци"" 14 января 1900 года?","""Тоска""","""Эдгар""","""Манон Леско""","""Мадам Баттерфляй"""
