,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как в морских терминах называется отмель?,Банка,Блюдо,Склянка,Тарелка
1,Какая из этих пар слов является омофонами?,Кот — Код,Лот — Тол,Кот — Ток,Сон — Нос
2,Какая группа крови у человека самая редкая?,Четвертая,Третья,Вторая,Первая
3,"Какое отчество было у Остапа Бендера в романе ""Золотой теленок""?",Ибрагимович,Иосифович,Иванович,Исмаилович
4,Какой из этих химических элементов не встречается в природе в виде простого вещества?,Калий,Углерод,Азот,Бром
5,"Какому поэту, погибшему в Великую Отечественную войну, принадлежат строки: «Я с детства не любил овал, я с детства угол рисовал...»?",Павел Коган,Борис Слуцкий,Всеволод Багрицкий,Семен Липкин
6,Какова высота сетки в мужском волейболе?,"2,43 метра","2,23 метра","2,13 метра","2,33 метра"
7,"Кто едет в Херсон в песне группы ""Ундервуд""?",Скарлетт Йоханссон,Роман Абрамович,Человек-паук,Барак Обама
8,"Какую фамилию носил актер, сыгравший главную роль в классическом фильме ужасов «Носферату. Симфония ужаса» (1922)?",Шрек,Джекил,Лектер,Дракула
9,"Кто из этих членов Зала хоккейной славы был еще и чемпионом Канады по лакроссу, сквошу, академической гребле и гребле на байдарках?",Харви Пулфорд,Эдди Джерард,Уэйн Грецки,Пол Хендерсон
