,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,О ком говорят: «Полсобаки в высоту и полторы в длину»?,о таксе,о доге,о пекинесе,о ньюфаундленде
1,Сколько педалей у автомобиля с автоматической коробкой передач?,две,три,четыре,ни одной
2,"Какая из этих птиц знаменита своими разноцветными перьями, украшенными «глазками»?",Павлин,Тетерев,Фазан,Индюк
3,Какой вид шампанского содержит 10 % сахара?,Сладкое,Сухое,Полусухое,Полусладкое
4,Кем командует в полку тамбурмажор?,барабанщиками ,разведчиками,новобранцами,связистами
5,Что было создано в результате пожара в Венской опере?,скорая помощь,пожарные автомобили,банк донорской крови,профсоюзы оперных певцов
6,Какой свадебный юбилей супруги отмечают позднее?,Бронзовая свадьба,Хрустальная свадьба,Фарфоровая свадьба,Опаловая свадьба
7,"Как звали юного помощника Шерлока Холмса в повести ""Собака Баскервилей""?",Картрайт,Харгрейвз,Хоукинс,Биллингс
8,Какому игроку принадлежит рекорд Национальной баскетбольной ассоциации по количеству выигранных чемпионских титулов?,Билл Расселл,Карим Абдул-Джаббар,Майкл Джордан,Роберт Орри
9,Какой хореограф грузинского происхождения был основателем американского балета и балетного неоклассицизма в целом?,Джордж Баланчин,Владимир Хетагуров,Реваз Чохонелидзе,Илья Сухишвили
